MTU (CET),Demand (MW),Price (EUR/MWh)
26.09.2018 05:00 - 26.09.2018 06:00,3270,3270
26.09.2018 06:00 - 26.09.2018 07:00,3911,3911
26.09.2018 07:00 - 26.09.2018 08:00,4420,4420
26.09.2018 08:00 - 26.09.2018 09:00,4563,4563
26.09.2018 09:00 - 26.09.2018 10:00,4580,4580
26.09.2018 10:00 - 26.09.2018 11:00,4677,4677
26.09.2018 11:00 - 26.09.2018 12:00,4687,4687
26.09.2018 12:00 - 26.09.2018 13:00,4603,4603
26.09.2018 13:00 - 26.09.2018 14:00,4590,4590
26.09.2018 14:00 - 26.09.2018 15:00,4505,4505
26.09.2018 15:00 - 26.09.2018 16:00,4410,4410
26.09.2018 16:00 - 26.09.2018 17:00,4423,4423
26.09.2018 17:00 - 26.09.2018 18:00,4622,4622
26.09.2018 18:00 - 26.09.2018 19:00,4540,4540
26.09.2018 19:00 - 26.09.2018 20:00,4392,4392
26.09.2018 20:00 - 26.09.2018 21:00,4143,4143
26.09.2018 21:00 - 26.09.2018 22:00,3854,3854
26.09.2018 22:00 - 26.09.2018 23:00,3491,3491
26.09.2018 23:00 - 27.09.2018 00:00,3197,3197
27.09.2018 00:00 - 27.09.2018 01:00,2995,2995
27.09.2018 01:00 - 27.09.2018 02:00,2882,2882
27.09.2018 02:00 - 27.09.2018 03:00,2858,2858
27.09.2018 03:00 - 27.09.2018 04:00,2844,2844
27.09.2018 04:00 - 27.09.2018 05:00,2824,2824
27.09.2018 05:00 - 27.09.2018 06:00,3100,3100
27.09.2018 06:00 - 27.09.2018 07:00,3696,3696
27.09.2018 07:00 - 27.09.2018 08:00,4393,4393
27.09.2018 08:00 - 27.09.2018 09:00,4944,4944
27.09.2018 09:00 - 27.09.2018 10:00,5024,5024
27.09.2018 10:00 - 27.09.2018 11:00,5056,5056
27.09.2018 11:00 - 27.09.2018 12:00,4648,4648
27.09.2018 12:00 - 27.09.2018 13:00,4484,4484
27.09.2018 13:00 - 27.09.2018 14:00,4541,4541
27.09.2018 14:00 - 27.09.2018 15:00,4471,4471
27.09.2018 15:00 - 27.09.2018 16:00,4395,4395
27.09.2018 16:00 - 27.09.2018 17:00,4329,4329
27.09.2018 17:00 - 27.09.2018 18:00,4563,4563
27.09.2018 18:00 - 27.09.2018 19:00,4521,4521
27.09.2018 19:00 - 27.09.2018 20:00,4459,4459
27.09.2018 20:00 - 27.09.2018 21:00,4237,4237
27.09.2018 21:00 - 27.09.2018 22:00,3945,3945
27.09.2018 22:00 - 27.09.2018 23:00,3645,3645
27.09.2018 23:00 - 28.09.2018 00:00,3322,3322
28.09.2018 00:00 - 28.09.2018 01:00,3066,3066
28.09.2018 01:00 - 28.09.2018 02:00,2977,2977
28.09.2018 02:00 - 28.09.2018 03:00,2898,2898
28.09.2018 03:00 - 28.09.2018 04:00,2869,2869
28.09.2018 04:00 - 28.09.2018 05:00,2944,2944
28.09.2018 05:00 - 28.09.2018 06:00,3208,3208
28.09.2018 06:00 - 28.09.2018 07:00,3717,3717
28.09.2018 07:00 - 28.09.2018 08:00,4245,4245
28.09.2018 08:00 - 28.09.2018 09:00,4417,4417
28.09.2018 09:00 - 28.09.2018 10:00,4426,4426
28.09.2018 10:00 - 28.09.2018 11:00,4484,4484
28.09.2018 11:00 - 28.09.2018 12:00,4438,4438
28.09.2018 12:00 - 28.09.2018 13:00,4255,4255
28.09.2018 13:00 - 28.09.2018 14:00,4151,4151
28.09.2018 14:00 - 28.09.2018 15:00,4021,4021
28.09.2018 15:00 - 28.09.2018 16:00,3928,3928
28.09.2018 16:00 - 28.09.2018 17:00,3956,3956
28.09.2018 17:00 - 28.09.2018 18:00,4104,4104
28.09.2018 18:00 - 28.09.2018 19:00,4114,4114
28.09.2018 19:00 - 28.09.2018 20:00,4072,4072
28.09.2018 20:00 - 28.09.2018 21:00,3836,3836
28.09.2018 21:00 - 28.09.2018 22:00,3567,3567
28.09.2018 22:00 - 28.09.2018 23:00,3292,3292
28.09.2018 23:00 - 29.09.2018 00:00,3022,3022
29.09.2018 00:00 - 29.09.2018 01:00,2806,2806
29.09.2018 01:00 - 29.09.2018 02:00,2675,2675
29.09.2018 02:00 - 29.09.2018 03:00,2604,2604
29.09.2018 03:00 - 29.09.2018 04:00,2573,2573
29.09.2018 04:00 - 29.09.2018 05:00,2558,2558
29.09.2018 05:00 - 29.09.2018 06:00,2629,2629
29.09.2018 06:00 - 29.09.2018 07:00,2778,2778
29.09.2018 07:00 - 29.09.2018 08:00,2940,2940
29.09.2018 08:00 - 29.09.2018 09:00,3077,3077
29.09.2018 09:00 - 29.09.2018 10:00,3324,3324
29.09.2018 10:00 - 29.09.2018 11:00,3628,3628
29.09.2018 11:00 - 29.09.2018 12:00,3731,3731
29.09.2018 12:00 - 29.09.2018 13:00,3740,3740
29.09.2018 13:00 - 29.09.2018 14:00,3728,3728
29.09.2018 14:00 - 29.09.2018 15:00,3599,3599
29.09.2018 15:00 - 29.09.2018 16:00,3534,3534
29.09.2018 16:00 - 29.09.2018 17:00,3580,3580
29.09.2018 17:00 - 29.09.2018 18:00,3794,3794
29.09.2018 18:00 - 29.09.2018 19:00,3856,3856
29.09.2018 19:00 - 29.09.2018 20:00,3771,3771
29.09.2018 20:00 - 29.09.2018 21:00,3577,3577
29.09.2018 21:00 - 29.09.2018 22:00,3381,3381
29.09.2018 22:00 - 29.09.2018 23:00,3228,3228
29.09.2018 23:00 - 30.09.2018 00:00,2999,2999
30.09.2018 00:00 - 30.09.2018 01:00,2841,2841
30.09.2018 01:00 - 30.09.2018 02:00,2752,2752
30.09.2018 02:00 - 30.09.2018 03:00,2649,2649
30.09.2018 03:00 - 30.09.2018 04:00,2517,2517
30.09.2018 04:00 - 30.09.2018 05:00,2515,2515
30.09.2018 05:00 - 30.09.2018 06:00,2597,2597
30.09.2018 06:00 - 30.09.2018 07:00,2782,2782
30.09.2018 07:00 - 30.09.2018 08:00,2957,2957
30.09.2018 08:00 - 30.09.2018 09:00,3246,3246
30.09.2018 09:00 - 30.09.2018 10:00,3445,3445
30.09.2018 10:00 - 30.09.2018 11:00,3541,3541
30.09.2018 11:00 - 30.09.2018 12:00,3618,3618
30.09.2018 12:00 - 30.09.2018 13:00,3569,3569
30.09.2018 13:00 - 30.09.2018 14:00,3607,3607
30.09.2018 14:00 - 30.09.2018 15:00,3594,3594
30.09.2018 15:00 - 30.09.2018 16:00,3574,3574
30.09.2018 16:00 - 30.09.2018 17:00,3518,3518
30.09.2018 17:00 - 30.09.2018 18:00,3743,3743
30.09.2018 18:00 - 30.09.2018 19:00,3836,3836
30.09.2018 19:00 - 30.09.2018 20:00,3838,3838
30.09.2018 20:00 - 30.09.2018 21:00,3645,3645
30.09.2018 21:00 - 30.09.2018 22:00,3361,3361
30.09.2018 22:00 - 30.09.2018 23:00,3137,3137
30.09.2018 23:00 - 01.10.2018 00:00,2927,2927
01.10.2018 00:00 - 01.10.2018 01:00,2751,2751
01.10.2018 01:00 - 01.10.2018 02:00,2651,2651
01.10.2018 02:00 - 01.10.2018 03:00,2585,2585
01.10.2018 03:00 - 01.10.2018 04:00,2613,2613
01.10.2018 04:00 - 01.10.2018 05:00,2714,2714
01.10.2018 05:00 - 01.10.2018 06:00,2958,2958
01.10.2018 06:00 - 01.10.2018 07:00,3696,3696
01.10.2018 07:00 - 01.10.2018 08:00,4276,4276
01.10.2018 08:00 - 01.10.2018 09:00,4479,4479
01.10.2018 09:00 - 01.10.2018 10:00,4462,4462
01.10.2018 10:00 - 01.10.2018 11:00,4512,4512
01.10.2018 11:00 - 01.10.2018 12:00,4506,4506
01.10.2018 12:00 - 01.10.2018 13:00,4475,4475
01.10.2018 13:00 - 01.10.2018 14:00,4508,4508
01.10.2018 14:00 - 01.10.2018 15:00,4415,4415
01.10.2018 15:00 - 01.10.2018 16:00,4309,4309
01.10.2018 16:00 - 01.10.2018 17:00,4207,4207
01.10.2018 17:00 - 01.10.2018 18:00,4515,4515
01.10.2018 18:00 - 01.10.2018 19:00,4446,4446
01.10.2018 19:00 - 01.10.2018 20:00,4445,4445
01.10.2018 20:00 - 01.10.2018 21:00,4179,4179
01.10.2018 21:00 - 01.10.2018 22:00,3810,3810
01.10.2018 22:00 - 01.10.2018 23:00,3538,3538
01.10.2018 23:00 - 02.10.2018 00:00,3312,3312
02.10.2018 00:00 - 02.10.2018 01:00,3217,3217
02.10.2018 01:00 - 02.10.2018 02:00,3058,3058
02.10.2018 02:00 - 02.10.2018 03:00,2988,2988
02.10.2018 03:00 - 02.10.2018 04:00,2973,2973
02.10.2018 04:00 - 02.10.2018 05:00,3074,3074
02.10.2018 05:00 - 02.10.2018 06:00,3217,3217
02.10.2018 06:00 - 02.10.2018 07:00,3800,3800
02.10.2018 07:00 - 02.10.2018 08:00,4358,4358
02.10.2018 08:00 - 02.10.2018 09:00,4624,4624
02.10.2018 09:00 - 02.10.2018 10:00,4788,4788
02.10.2018 10:00 - 02.10.2018 11:00,4956,4956
02.10.2018 11:00 - 02.10.2018 12:00,4974,4974
02.10.2018 12:00 - 02.10.2018 13:00,5042,5042
02.10.2018 13:00 - 02.10.2018 14:00,5095,5095
02.10.2018 14:00 - 02.10.2018 15:00,4679,4679
02.10.2018 15:00 - 02.10.2018 16:00,4478,4478
02.10.2018 16:00 - 02.10.2018 17:00,4462,4462
02.10.2018 17:00 - 02.10.2018 18:00,4716,4716
02.10.2018 18:00 - 02.10.2018 19:00,4654,4654
02.10.2018 19:00 - 02.10.2018 20:00,4609,4609
02.10.2018 20:00 - 02.10.2018 21:00,4338,4338
02.10.2018 21:00 - 02.10.2018 22:00,3986,3986
02.10.2018 22:00 - 02.10.2018 23:00,3636,3636
02.10.2018 23:00 - 03.10.2018 00:00,3326,3326
03.10.2018 00:00 - 03.10.2018 01:00,3143,3143
03.10.2018 01:00 - 03.10.2018 02:00,3058,3058
03.10.2018 02:00 - 03.10.2018 03:00,2990,2990
03.10.2018 03:00 - 03.10.2018 04:00,3032,3032
03.10.2018 04:00 - 03.10.2018 05:00,3090,3090
03.10.2018 05:00 - 03.10.2018 06:00,3317,3317
03.10.2018 06:00 - 03.10.2018 07:00,3945,3945
03.10.2018 07:00 - 03.10.2018 08:00,4484,4484
03.10.2018 08:00 - 03.10.2018 09:00,4599,4599
03.10.2018 09:00 - 03.10.2018 10:00,4646,4646
03.10.2018 10:00 - 03.10.2018 11:00,4712,4712
03.10.2018 11:00 - 03.10.2018 12:00,4755,4755
03.10.2018 12:00 - 03.10.2018 13:00,4648,4648
03.10.2018 13:00 - 03.10.2018 14:00,4592,4592
03.10.2018 14:00 - 03.10.2018 15:00,4570,4570
03.10.2018 15:00 - 03.10.2018 16:00,4394,4394
03.10.2018 16:00 - 03.10.2018 17:00,4342,4342
03.10.2018 17:00 - 03.10.2018 18:00,4606,4606
03.10.2018 18:00 - 03.10.2018 19:00,4443,4443
03.10.2018 19:00 - 03.10.2018 20:00,4287,4287
03.10.2018 20:00 - 03.10.2018 21:00,4027,4027
03.10.2018 21:00 - 03.10.2018 22:00,3845,3845
03.10.2018 22:00 - 03.10.2018 23:00,3511,3511
03.10.2018 23:00 - 04.10.2018 00:00,3193,3193
04.10.2018 00:00 - 04.10.2018 01:00,3010,3010
04.10.2018 01:00 - 04.10.2018 02:00,2906,2906
04.10.2018 02:00 - 04.10.2018 03:00,2857,2857
04.10.2018 03:00 - 04.10.2018 04:00,2858,2858
04.10.2018 04:00 - 04.10.2018 05:00,2922,2922
04.10.2018 05:00 - 04.10.2018 06:00,3168,3168
04.10.2018 06:00 - 04.10.2018 07:00,3798,3798
04.10.2018 07:00 - 04.10.2018 08:00,4270,4270
04.10.2018 08:00 - 04.10.2018 09:00,4430,4430
04.10.2018 09:00 - 04.10.2018 10:00,4517,4517
04.10.2018 10:00 - 04.10.2018 11:00,4607,4607
04.10.2018 11:00 - 04.10.2018 12:00,4603,4603
04.10.2018 12:00 - 04.10.2018 13:00,4551,4551
04.10.2018 13:00 - 04.10.2018 14:00,4561,4561
04.10.2018 14:00 - 04.10.2018 15:00,4458,4458
04.10.2018 15:00 - 04.10.2018 16:00,4354,4354
04.10.2018 16:00 - 04.10.2018 17:00,4347,4347
04.10.2018 17:00 - 04.10.2018 18:00,4591,4591
04.10.2018 18:00 - 04.10.2018 19:00,4555,4555
04.10.2018 19:00 - 04.10.2018 20:00,4468,4468
04.10.2018 20:00 - 04.10.2018 21:00,4208,4208
04.10.2018 21:00 - 04.10.2018 22:00,3860,3860
04.10.2018 22:00 - 04.10.2018 23:00,3519,3519
04.10.2018 23:00 - 05.10.2018 00:00,3266,3266
05.10.2018 00:00 - 05.10.2018 01:00,3071,3071
05.10.2018 01:00 - 05.10.2018 02:00,2959,2959
05.10.2018 02:00 - 05.10.2018 03:00,2915,2915
05.10.2018 03:00 - 05.10.2018 04:00,2939,2939
05.10.2018 04:00 - 05.10.2018 05:00,2948,2948
05.10.2018 05:00 - 05.10.2018 06:00,3166,3166
05.10.2018 06:00 - 05.10.2018 07:00,3760,3760
05.10.2018 07:00 - 05.10.2018 08:00,4265,4265
05.10.2018 08:00 - 05.10.2018 09:00,4416,4416
05.10.2018 09:00 - 05.10.2018 10:00,4457,4457
05.10.2018 10:00 - 05.10.2018 11:00,4560,4560
05.10.2018 11:00 - 05.10.2018 12:00,4524,4524
05.10.2018 12:00 - 05.10.2018 13:00,4386,4386
05.10.2018 13:00 - 05.10.2018 14:00,4274,4274
05.10.2018 14:00 - 05.10.2018 15:00,4087,4087
05.10.2018 15:00 - 05.10.2018 16:00,3967,3967
05.10.2018 16:00 - 05.10.2018 17:00,3947,3947
05.10.2018 17:00 - 05.10.2018 18:00,4190,4190
05.10.2018 18:00 - 05.10.2018 19:00,4237,4237
05.10.2018 19:00 - 05.10.2018 20:00,4111,4111
05.10.2018 20:00 - 05.10.2018 21:00,3838,3838
05.10.2018 21:00 - 05.10.2018 22:00,3594,3594
05.10.2018 22:00 - 05.10.2018 23:00,3309,3309
05.10.2018 23:00 - 06.10.2018 00:00,3036,3036
06.10.2018 00:00 - 06.10.2018 01:00,2824,2824
06.10.2018 01:00 - 06.10.2018 02:00,2690,2690
06.10.2018 02:00 - 06.10.2018 03:00,2641,2641
06.10.2018 03:00 - 06.10.2018 04:00,2621,2621
06.10.2018 04:00 - 06.10.2018 05:00,2629,2629
06.10.2018 05:00 - 06.10.2018 06:00,2718,2718
06.10.2018 06:00 - 06.10.2018 07:00,2931,2931
06.10.2018 07:00 - 06.10.2018 08:00,3172,3172
06.10.2018 08:00 - 06.10.2018 09:00,3457,3457
06.10.2018 09:00 - 06.10.2018 10:00,3632,3632
06.10.2018 10:00 - 06.10.2018 11:00,3683,3683
06.10.2018 11:00 - 06.10.2018 12:00,3733,3733
06.10.2018 12:00 - 06.10.2018 13:00,3719,3719
06.10.2018 13:00 - 06.10.2018 14:00,3639,3639
06.10.2018 14:00 - 06.10.2018 15:00,3585,3585
06.10.2018 15:00 - 06.10.2018 16:00,3592,3592
06.10.2018 16:00 - 06.10.2018 17:00,3684,3684
06.10.2018 17:00 - 06.10.2018 18:00,3967,3967
06.10.2018 18:00 - 06.10.2018 19:00,4066,4066
06.10.2018 19:00 - 06.10.2018 20:00,3914,3914
06.10.2018 20:00 - 06.10.2018 21:00,3647,3647
06.10.2018 21:00 - 06.10.2018 22:00,3423,3423
06.10.2018 22:00 - 06.10.2018 23:00,3214,3214
06.10.2018 23:00 - 07.10.2018 00:00,3031,3031
07.10.2018 00:00 - 07.10.2018 01:00,2767,2767
07.10.2018 01:00 - 07.10.2018 02:00,2638,2638
07.10.2018 02:00 - 07.10.2018 03:00,2566,2566
07.10.2018 03:00 - 07.10.2018 04:00,2577,2577
07.10.2018 04:00 - 07.10.2018 05:00,2618,2618
07.10.2018 05:00 - 07.10.2018 06:00,2744,2744
07.10.2018 06:00 - 07.10.2018 07:00,2921,2921
07.10.2018 07:00 - 07.10.2018 08:00,3112,3112
07.10.2018 08:00 - 07.10.2018 09:00,3350,3350
07.10.2018 09:00 - 07.10.2018 10:00,3525,3525
07.10.2018 10:00 - 07.10.2018 11:00,3587,3587
07.10.2018 11:00 - 07.10.2018 12:00,3561,3561
07.10.2018 12:00 - 07.10.2018 13:00,3545,3545
07.10.2018 13:00 - 07.10.2018 14:00,3487,3487
07.10.2018 14:00 - 07.10.2018 15:00,3485,3485
07.10.2018 15:00 - 07.10.2018 16:00,3469,3469
07.10.2018 16:00 - 07.10.2018 17:00,3536,3536
07.10.2018 17:00 - 07.10.2018 18:00,3905,3905
07.10.2018 18:00 - 07.10.2018 19:00,4046,4046
07.10.2018 19:00 - 07.10.2018 20:00,3973,3973
07.10.2018 20:00 - 07.10.2018 21:00,3729,3729
07.10.2018 21:00 - 07.10.2018 22:00,3498,3498
07.10.2018 22:00 - 07.10.2018 23:00,3250,3250
07.10.2018 23:00 - 08.10.2018 00:00,3037,3037
08.10.2018 00:00 - 08.10.2018 01:00,2870,2870
08.10.2018 01:00 - 08.10.2018 02:00,2773,2773
08.10.2018 02:00 - 08.10.2018 03:00,2746,2746
08.10.2018 03:00 - 08.10.2018 04:00,2747,2747
08.10.2018 04:00 - 08.10.2018 05:00,2872,2872
08.10.2018 05:00 - 08.10.2018 06:00,3136,3136
08.10.2018 06:00 - 08.10.2018 07:00,3793,3793
08.10.2018 07:00 - 08.10.2018 08:00,4446,4446
08.10.2018 08:00 - 08.10.2018 09:00,4615,4615
08.10.2018 09:00 - 08.10.2018 10:00,4596,4596
08.10.2018 10:00 - 08.10.2018 11:00,4635,4635
08.10.2018 11:00 - 08.10.2018 12:00,4624,4624
08.10.2018 12:00 - 08.10.2018 13:00,4560,4560
08.10.2018 13:00 - 08.10.2018 14:00,4564,4564
08.10.2018 14:00 - 08.10.2018 15:00,4467,4467
08.10.2018 15:00 - 08.10.2018 16:00,4320,4320
08.10.2018 16:00 - 08.10.2018 17:00,4329,4329
08.10.2018 17:00 - 08.10.2018 18:00,4626,4626
08.10.2018 18:00 - 08.10.2018 19:00,4628,4628
08.10.2018 19:00 - 08.10.2018 20:00,4445,4445
08.10.2018 20:00 - 08.10.2018 21:00,4165,4165
08.10.2018 21:00 - 08.10.2018 22:00,3892,3892
08.10.2018 22:00 - 08.10.2018 23:00,3540,3540
08.10.2018 23:00 - 09.10.2018 00:00,3218,3218
09.10.2018 00:00 - 09.10.2018 01:00,3040,3040
09.10.2018 01:00 - 09.10.2018 02:00,2976,2976
09.10.2018 02:00 - 09.10.2018 03:00,2909,2909
09.10.2018 03:00 - 09.10.2018 04:00,2914,2914
09.10.2018 04:00 - 09.10.2018 05:00,2957,2957
09.10.2018 05:00 - 09.10.2018 06:00,3211,3211
09.10.2018 06:00 - 09.10.2018 07:00,3837,3837
09.10.2018 07:00 - 09.10.2018 08:00,4387,4387
09.10.2018 08:00 - 09.10.2018 09:00,4546,4546
09.10.2018 09:00 - 09.10.2018 10:00,4484,4484
09.10.2018 10:00 - 09.10.2018 11:00,4598,4598
09.10.2018 11:00 - 09.10.2018 12:00,4569,4569
09.10.2018 12:00 - 09.10.2018 13:00,4476,4476
09.10.2018 13:00 - 09.10.2018 14:00,4465,4465
09.10.2018 14:00 - 09.10.2018 15:00,4391,4391
09.10.2018 15:00 - 09.10.2018 16:00,4267,4267
09.10.2018 16:00 - 09.10.2018 17:00,4313,4313
09.10.2018 17:00 - 09.10.2018 18:00,4819,4819
09.10.2018 18:00 - 09.10.2018 19:00,4736,4736
09.10.2018 19:00 - 09.10.2018 20:00,4454,4454
09.10.2018 20:00 - 09.10.2018 21:00,4152,4152
09.10.2018 21:00 - 09.10.2018 22:00,3836,3836
09.10.2018 22:00 - 09.10.2018 23:00,3539,3539
09.10.2018 23:00 - 10.10.2018 00:00,3166,3166
10.10.2018 00:00 - 10.10.2018 01:00,2997,2997
10.10.2018 01:00 - 10.10.2018 02:00,2899,2899
10.10.2018 02:00 - 10.10.2018 03:00,2853,2853
10.10.2018 03:00 - 10.10.2018 04:00,2884,2884
10.10.2018 04:00 - 10.10.2018 05:00,2933,2933
10.10.2018 05:00 - 10.10.2018 06:00,3198,3198
10.10.2018 06:00 - 10.10.2018 07:00,3828,3828
10.10.2018 07:00 - 10.10.2018 08:00,4368,4368
10.10.2018 08:00 - 10.10.2018 09:00,4485,4485
10.10.2018 09:00 - 10.10.2018 10:00,4514,4514
10.10.2018 10:00 - 10.10.2018 11:00,4562,4562
10.10.2018 11:00 - 10.10.2018 12:00,4536,4536
10.10.2018 12:00 - 10.10.2018 13:00,4451,4451
10.10.2018 13:00 - 10.10.2018 14:00,4446,4446
10.10.2018 14:00 - 10.10.2018 15:00,4352,4352
10.10.2018 15:00 - 10.10.2018 16:00,4221,4221
10.10.2018 16:00 - 10.10.2018 17:00,4185,4185
10.10.2018 17:00 - 10.10.2018 18:00,4396,4396
10.10.2018 18:00 - 10.10.2018 19:00,4441,4441
10.10.2018 19:00 - 10.10.2018 20:00,4429,4429
10.10.2018 20:00 - 10.10.2018 21:00,4168,4168
10.10.2018 21:00 - 10.10.2018 22:00,3862,3862
10.10.2018 22:00 - 10.10.2018 23:00,3479,3479
10.10.2018 23:00 - 11.10.2018 00:00,3158,3158
11.10.2018 00:00 - 11.10.2018 01:00,2954,2954
11.10.2018 01:00 - 11.10.2018 02:00,2864,2864
11.10.2018 02:00 - 11.10.2018 03:00,2864,2864
11.10.2018 03:00 - 11.10.2018 04:00,2845,2845
11.10.2018 04:00 - 11.10.2018 05:00,2889,2889
11.10.2018 05:00 - 11.10.2018 06:00,3143,3143
11.10.2018 06:00 - 11.10.2018 07:00,3769,3769
11.10.2018 07:00 - 11.10.2018 08:00,4318,4318
11.10.2018 08:00 - 11.10.2018 09:00,4467,4467
11.10.2018 09:00 - 11.10.2018 10:00,4453,4453
11.10.2018 10:00 - 11.10.2018 11:00,4485,4485
11.10.2018 11:00 - 11.10.2018 12:00,4433,4433
11.10.2018 12:00 - 11.10.2018 13:00,4316,4316
11.10.2018 13:00 - 11.10.2018 14:00,4327,4327
11.10.2018 14:00 - 11.10.2018 15:00,4324,4324
11.10.2018 15:00 - 11.10.2018 16:00,4118,4118
11.10.2018 16:00 - 11.10.2018 17:00,4117,4117
11.10.2018 17:00 - 11.10.2018 18:00,4300,4300
11.10.2018 18:00 - 11.10.2018 19:00,4371,4371
11.10.2018 19:00 - 11.10.2018 20:00,4332,4332
11.10.2018 20:00 - 11.10.2018 21:00,4082,4082
11.10.2018 21:00 - 11.10.2018 22:00,3762,3762
11.10.2018 22:00 - 11.10.2018 23:00,3410,3410
11.10.2018 23:00 - 12.10.2018 00:00,3074,3074
12.10.2018 00:00 - 12.10.2018 01:00,2860,2860
12.10.2018 01:00 - 12.10.2018 02:00,2764,2764
12.10.2018 02:00 - 12.10.2018 03:00,2732,2732
12.10.2018 03:00 - 12.10.2018 04:00,2750,2750
12.10.2018 04:00 - 12.10.2018 05:00,2845,2845
12.10.2018 05:00 - 12.10.2018 06:00,3099,3099
12.10.2018 06:00 - 12.10.2018 07:00,3697,3697
12.10.2018 07:00 - 12.10.2018 08:00,4278,4278
12.10.2018 08:00 - 12.10.2018 09:00,4417,4417
12.10.2018 09:00 - 12.10.2018 10:00,4330,4330
12.10.2018 10:00 - 12.10.2018 11:00,4411,4411
12.10.2018 11:00 - 12.10.2018 12:00,4388,4388
12.10.2018 12:00 - 12.10.2018 13:00,4294,4294
12.10.2018 13:00 - 12.10.2018 14:00,4175,4175
12.10.2018 14:00 - 12.10.2018 15:00,4044,4044
12.10.2018 15:00 - 12.10.2018 16:00,3920,3920
12.10.2018 16:00 - 12.10.2018 17:00,3906,3906
12.10.2018 17:00 - 12.10.2018 18:00,4127,4127
12.10.2018 18:00 - 12.10.2018 19:00,4260,4260
12.10.2018 19:00 - 12.10.2018 20:00,4133,4133
12.10.2018 20:00 - 12.10.2018 21:00,3796,3796
12.10.2018 21:00 - 12.10.2018 22:00,3533,3533
12.10.2018 22:00 - 12.10.2018 23:00,3274,3274
12.10.2018 23:00 - 13.10.2018 00:00,3016,3016
13.10.2018 00:00 - 13.10.2018 01:00,2825,2825
13.10.2018 01:00 - 13.10.2018 02:00,2703,2703
13.10.2018 02:00 - 13.10.2018 03:00,2607,2607
13.10.2018 03:00 - 13.10.2018 04:00,2583,2583
13.10.2018 04:00 - 13.10.2018 05:00,2607,2607
13.10.2018 05:00 - 13.10.2018 06:00,2652,2652
13.10.2018 06:00 - 13.10.2018 07:00,2861,2861
13.10.2018 07:00 - 13.10.2018 08:00,3135,3135
13.10.2018 08:00 - 13.10.2018 09:00,3387,3387
13.10.2018 09:00 - 13.10.2018 10:00,3558,3558
13.10.2018 10:00 - 13.10.2018 11:00,3635,3635
13.10.2018 11:00 - 13.10.2018 12:00,3596,3596
13.10.2018 12:00 - 13.10.2018 13:00,3554,3554
13.10.2018 13:00 - 13.10.2018 14:00,3493,3493
13.10.2018 14:00 - 13.10.2018 15:00,3425,3425
13.10.2018 15:00 - 13.10.2018 16:00,3383,3383
13.10.2018 16:00 - 13.10.2018 17:00,3446,3446
13.10.2018 17:00 - 13.10.2018 18:00,3768,3768
13.10.2018 18:00 - 13.10.2018 19:00,3906,3906
13.10.2018 19:00 - 13.10.2018 20:00,3803,3803
13.10.2018 20:00 - 13.10.2018 21:00,3544,3544
13.10.2018 21:00 - 13.10.2018 22:00,3315,3315
13.10.2018 22:00 - 13.10.2018 23:00,3087,3087
13.10.2018 23:00 - 14.10.2018 00:00,2853,2853
14.10.2018 00:00 - 14.10.2018 01:00,2700,2700
14.10.2018 01:00 - 14.10.2018 02:00,2587,2587
14.10.2018 02:00 - 14.10.2018 03:00,2543,2543
14.10.2018 03:00 - 14.10.2018 04:00,2507,2507
14.10.2018 04:00 - 14.10.2018 05:00,2522,2522
14.10.2018 05:00 - 14.10.2018 06:00,2586,2586
14.10.2018 06:00 - 14.10.2018 07:00,2748,2748
14.10.2018 07:00 - 14.10.2018 08:00,2952,2952
14.10.2018 08:00 - 14.10.2018 09:00,3190,3190
14.10.2018 09:00 - 14.10.2018 10:00,3333,3333
14.10.2018 10:00 - 14.10.2018 11:00,3410,3410
14.10.2018 11:00 - 14.10.2018 12:00,3378,3378
14.10.2018 12:00 - 14.10.2018 13:00,3359,3359
14.10.2018 13:00 - 14.10.2018 14:00,3328,3328
14.10.2018 14:00 - 14.10.2018 15:00,3310,3310
14.10.2018 15:00 - 14.10.2018 16:00,3265,3265
14.10.2018 16:00 - 14.10.2018 17:00,3378,3378
14.10.2018 17:00 - 14.10.2018 18:00,3689,3689
14.10.2018 18:00 - 14.10.2018 19:00,3891,3891
14.10.2018 19:00 - 14.10.2018 20:00,3780,3780
14.10.2018 20:00 - 14.10.2018 21:00,3519,3519
14.10.2018 21:00 - 14.10.2018 22:00,3288,3288
14.10.2018 22:00 - 14.10.2018 23:00,3062,3062
14.10.2018 23:00 - 15.10.2018 00:00,2836,2836
15.10.2018 00:00 - 15.10.2018 01:00,2698,2698
15.10.2018 01:00 - 15.10.2018 02:00,2639,2639
15.10.2018 02:00 - 15.10.2018 03:00,2604,2604
15.10.2018 03:00 - 15.10.2018 04:00,2604,2604
15.10.2018 04:00 - 15.10.2018 05:00,2676,2676
15.10.2018 05:00 - 15.10.2018 06:00,2913,2913
15.10.2018 06:00 - 15.10.2018 07:00,3411,3411
15.10.2018 07:00 - 15.10.2018 08:00,4014,4014
15.10.2018 08:00 - 15.10.2018 09:00,4242,4242
15.10.2018 09:00 - 15.10.2018 10:00,4321,4321
15.10.2018 10:00 - 15.10.2018 11:00,4424,4424
15.10.2018 11:00 - 15.10.2018 12:00,4418,4418
15.10.2018 12:00 - 15.10.2018 13:00,4368,4368
15.10.2018 13:00 - 15.10.2018 14:00,4352,4352
